text,label
ensen mridh maset laset,0
thabel,1
maset,0
خنزيره,0
borjoliya m3alem,1
انت لمعلم جعفور مصاب جات لعباد الكل كيفك,1
اروع المثلين اتوانسه او يستحق الجاءزه,1
انتم اولاد حرام و ربي ينتقم منكم عاجلا غير اجل,0
bravo ye m3alem,1
راجل باهي و تحفون و زيد ضامر ويفكيرنا بالضحك و الذمار و الاكثر يعرف يحكي شيخ تحيفا يا تحفون,1
ma5yeb rasek,0
انصاف اليحياوي تذكرني برنامج التذكره الاخيرهيا حسره من الاحلي البرامج الي عملتها الوطنيه و الا تونس 7 في وقتها ,1
tawa kif mech 3ajebkom lwech tetfarjo fih wta7r9o fi 3sabkom mêla monef9in,0
ya3tih wahf ma9al tarbito mala ghadanfir pop,0
barcha 9elet torbiya,0
ma7lek wlah,1
m3lem,1
كلب بن علي,0
lol mamesto,0
وهف يهزك,0
m3alm tbarkalah 3lik wrabi m3ak wto93id dima lcapo jaw wrbo5,1
واله يا سمير راك عملت العار عامل فيها معلم والضيوف تلاميذ راك فارغ في فارغ وبرنامجك كله شغب علي كل حال ماعدش نتفرج فيه وان شاءاله الناس الكل يعملو كيفي,0
بالعكس ضامر ضامر علي الاخر ربي يوفقك ياكريم,1
وجيهه معلمه,1
مخيب مناظركم,0
احلي سيتكوم,1
masat lasat,0
نموت و نعرف علاش تضحك اف مسطك و ملسطك,0
تباركاله عليها موقف اقوي من طاقتها بصراحه و قدرت توصلو الي اعماق قلوبنا نتصورها تعبت بعدو اسم اله علي بنتي و ربي يوفقها وباله خويا سامي ارحمها شويهعزت بيا محلاها ومحلي زينها,1
انا امي صفاقسيه و محسوب صفاقسي مولود و عايش هوني في صفاقس اما الصفق خايبين عنصرين و حقاره و مسمامين و ما يحبوا حد و دينهم الفلوس و المظاهر,0
bravo,0
ماسط لاسط p,0
مصطك ومرك عبد تفوه عليك,0
قمه التفاهه٠جبالك الرواسي و لا عبدك الثقيل الرخص en persone,0
ماسط وربي يهديكم امسط حلقه بطاله وروتين وارهاب وزيد توفيق الغربي,0
واله واله واله الشيب والعيب,0
bravo 5adoja wlh ,1
m7leha,1
maset,0
bravo walid,1
tahfona,1
جعفور اذاكا لمعلم و خاصه ضماروا لحلوا وانا نحبوا برشا وزيد برنامج متع يد وحده تحفون وجغفور ميش كيف برشاعباد هو يحب اعانه الناس برجليه برافوا برافوا,1
7ram 3alikom zah,0
raw3a,1
sotha mezyen w fanena mo7tarma,1
فوفو يا معلم عندك صوت مشاء اله عليك و ربي معاك,1
ena manheboch ,0
ماشاء اله ياماما,1
تعجبني,1
حمزاوي اخيبيت,0
mamisto halmasit,0
مارق برشه و لكزه,0
برشا فنانين قدمو و انت ديما التالي ليس القدام فيق علي وضعك,0
فضاءح قناه الحمار التونسي كلام زايد في المباشر x0d,0
gayr 3adi ahla sitkom bravo sami,1
ltawa mafhemtech 3lach tjibo fih karakoz,0
flocek wfet yesr tetfora5,0
ma7leha tbarkalah 3liha,1
احترامي سي رءوف يزداد تقديري لك بعد كل اطله الفنان الذي  يناقش قضايا شعبه  يستحق ان يكون فنانا,1
تحيه واخص لهدا الاب الشجاع و الحنون ربي يفرج عليك ان شاء اله,1
bravo,1
barvo ya 3asola,1
دي عيله وطيا,0
rabi yehanik yesin abda3t w enchalah min 7asan li a7sanbadr ya m3alem,1
ma3jebnich yeser yinbez,0
3asel ,1
sami ,1
انحطاط اخلاقي و ثقافسي وحقد ايدولوجي لا مثيل له,0
mamasto,0
barvo,1
kleb lkol,0
جعفور يا معلم,1
hlo klemk,1
بصراحه اول مره نتفرج في حلقه كيما الي تعدات البارحعفويه وخفيفه الروح الطفله ربي يبقي عليها السترهكه نحبو برامج بعفويه بدون رتوشات,1
tbarkalah 3liha rabi isonha,1
متربي برشا و روحو خفيفه,1
ماسطه ال توه ما فهمتش روحها الي هي عمرها ماتجي فنانه تعوف اصل ,0
tbarkalah 3lih b sara7a,1
برافو امين حلقه متميزه ضيوفك من تراز رفيع بردتنا علي قلوبنا من نبارهونقلك يا انصاف اليحياوي راك داءما متالقه او مزيانه اشنوا السر,1
واحد منحط و خامج يدعو لرذيله و حتي هي قاعده ليه مكه با يمسيلها تفوه عليه,0
لعنه اله عليك يا بلال سراول طيح و الافريقي ماطيحش,0
a7la ja3for w a7la chat7a ,1
m3alem w rajel,1
ما ارزن من لطفي العماري كان لطفي العبدلي لطف و بره ربي يصبرنا,0
mahlah ya3jibni barch,1
بكل تربيه واخلاق راكم اعملتو العار يا قناه التونسيه,0
maset laset,0
فكر متشد ديني نهضاوي خوانجي,0
ماصطه لاصطه حتي شي توا يجيكم شكون اندمكم ع الضحك,0
tbarkala alik ya rym zin w 3in w rzana mwaf9a nshalah ,1
ياسر معده ياسر و ديما يعيط يفد,0
يا توفيق رك مصت برش,0
مسلسل جميل طوب,1
x0d,0
h 3ejbetni maya ksori,1
wo 9adecha masta w tefha ya7,0
3asol ,1
و اله قتلني بالضحك ربي يخاليك لينا,1
برنامج ناجح جدا اتمني له استمراريه ومزيدا من التالق والنجاح لصحفي عء وحظ سعيد,1
امسط مخلوق في دنيا قعد كان يتشاخص علي زوالي كيف يبدا بحذا صلاح مصباح يبدا يسلك فاها معاه ,1
ايكب سعدك يا قطعي يا وبش يا وخياني اش نكرهم جماعه النهضه,0
top,1
tayara barcha bravo,1
وحدك يا سامي في الاخراج تبارك اله,1
فوزي معلم موقف متاز كنت اتوقعه منك فالرجال مواقف,1
ماسط لاسط,0
سيده مثقفه حكيمه و اخلاق عاليه و مدرسه في فن الخطابه و الاسلوب الحواري المتحضر المرتكز علي الاستماع الجيد و حسن التحليل و تالتفسير و التعليل هذه المراه التونسيه ,1
zbala taya7 9imet elbarnamej,0
yesir tefih w w masit p,0
bravo emir ,1
حلوه برشا حلقه اليله,1
الفه بن رمصانفنانه و نصفابدعت 3,1
تفوه عليه ربي نشاءاله يسخطو,0
mekeche metrobi,0
توفيق الغربي عار عار علي الثقافه وعلي القناهx0d,0
ماسط لاسط مقعار,0
منشط متربي و مثقف ومن الاحسن يد ينشط لابا ل,1
bravo bravo sami,1
bravo khadija,1
mra w a3liha liklem,1
ma5yeb raso mahoch mta3 animation,0
تحسها حلقه ملوخيه بالحوت,0
تحيه لناجي جلولي حقو القضاء ياخذ مجراه تجاه السيد احمد الرحموني كان يظهرو برشا كيفو الارهاب يصبح يشطح في تونس قالو التعذيب ما ايجيش تي مع الناس هاذم انعذبوهم واشويا فاهم,1
برافو وليد,1
ياسر كذابه نافخه شفايفها و شاحطه وجها و تقول منيش عامله ملا مريضه مناظر مقلبه,0
tbarkalah 3lik,1
bravo,1
5ayba,0
9adh nakrah,0
ma7leh barhoma,1
هادو بنات صح,1
3jabni barhom kif yebki,1
bravo yasine 7al9a hlowa lila w ade2ek ken raw3a,1
mala wahra w mala klem malem sahby ,1
mosalsil zbala,0
min il momathlin il motmaknin we momtazine fi tonis bien bien bien je tame,1
tayara,1
naf5a ro7ha,0
اله لا تربحك و لا تربح الي جابك في البرنامج و لا تربح الاعلام الي يحب يروج لخمج الي قاعدين نشوفوا فيه كل يوم,0
شكيب تافه واتفه منو مثماس سيدو لطفي العماري,0
برافو اولاد مفيده برافو سامي الفهري,1
tabarkala 3lih w 7dhartlo fi 7flto w 7aflena jaw w nasana fil ghorba w rfa3 rayet tonis fi qatar,1
تعجبني مواقفو صحيح تحسو منرفز اما يلزمو يعمل هكاك خاطر اعلامنا يجيب في الباهي ويحب يطيحلو من قيمتو برافو صلاح,1
rabi m3ah,1
جعفر يا معلم,1
te3jebni barcha fe tamthil,1
mala manta9,0
9dech walit tefeh ya sami,0
برافو وليد وحدك فلوهر,1
raw3a,1
ربي يحفضكم انتم بنات اصل,1
ma7la zinha,1
ma3iya ken n9olek rabi ywaf9ek,1
يا سي امين مسطك وليت واله بف,0
مثله متالقه ديما تربيه و ثقافه و جمال قدوه لمثلين علاش لا,1
tbarkalah 3lih tawfikmetwadha3,1
ياكلب ياكاراكوز تفوە عليك وعلي امثالك كان تجي راجل انتي و نوفل راكم عملتو لعار لتونس زايد رخيص ولكلب يقعد كان اكاك تفوە,0
جعغر اجمل واحلي ناس في كلام الناس,1
ماسط و هو باش يخسر البرنامج,0
جعفراُنت اٍنسان بكل ما تحمله الكلمه من معاني,1
انت معلم,1
vrament rajel walah,1
kadech nakrho,0
مقداد السهيلي يوجع الراس اكثر من حشيشه رمضانم تافه x0d,0
وزير التربيه طلع قليل حياءx0d,0
عندو خفه روح مش نورمال يدخل لقلب طول و الحاجه الباهيه من الخطاب عالباب لتو متبدل فيه شيء ه تحيفه هذاكه هو,1
علي انا صوت تحكي علي قطوسه تمغوق و تعصر بربي هالمنضر لاعاد تعطوعا اهميه كبرتولها راسها كان بالهوه اوف مرزنها,0
mastinha bi hedha chekib,0
ma7lehem 8adhoni,1
روعه,1
بالتوفيق والنجاح وصل ربي معك,1
mamstek ya amine ,0
machalah rajel metrobi w met5ala9 5ir min hak raslbsal nawfel wertani,1
m3alim sami min tawa nhibo awlad mofida 3,1
rajel fi kelamo,1
 maset,0
kaq3ba le mast 3alo5or l sitcom,0
واله عجبني و زاد احترامي ليه تونسي اعتذر لاخيه التونسي رغم انهم يريدون ترويج صوره مسلم يعتذر ليهودي و ارجو ان اكون مخطءا في تاويلي و الاصل في الانسان حسن النيه و انا مءمن بذلك,1
yesir te3jibni 3 3,1
masit,0
هذا حال تونس الفنانين والنخبه مش قادرين يعطوا جمله مفيده يا رسول اله فيديو فيه اشارات مرور مفهموشي هي نجلاء وخيتي خذتلي الجمهور متاعك,0
wahdek olfa,1
قناه قويه و تمتعت باعلي نسبه مشاهده في تونس تصنع في فلوس بطريقه بسيطه اعلانات و برامج و مسابقات تنشيط جيد في الاعلام الالكتروني باختصار قناه الحوار التونسي تمثال تونس دخل البلاد او خروجه,1
machalah 5w5mis kol howa alaho a7ad,1
rak masit lasit omniti mznich fehmz ech tamil fil nakaba w elech mkalinik,0
موهر شيخنا يرحم والدين كل انسان دخل الضحكه لديارنا,1
فنان يعجب التوانسه و متالق في غنيات,1
bravo,1
masta lasta ew zide ech 3amlet hia,0
m3alem landolsi 9leb 3lihom tor7,1
جلطام ,0
masta lasta kol hiya matekelch thaw belehi bara ara wejek kadech kla thaw w botokx,0
mamsitha l5arya,0
تفو يا اولادمفيده القح,0
aychocha 3 mahleha ,1
semi hal9a tdhahek walah ya3tik saha,1
قرد,0
ahla thifa fi tones rabi yfadhlek,1
behi mch 5ab,1
رجل دين لكنو منافق و مراوغ ربي يهديه غلي علينا الخبزه,0
tfoh alik we ali rabek we ala moch rajel nawfel eli 3adek,0
قليل حياء وعديم التربيه باتم معني الكلمه وجميع تصرفات النذاله عملها والي يزيد ينرفز سكوت امينه عليه,0
tfoh,0
bravo olfa 3 3 3,1
fenan,1
masit brabi nahiwih raho 3ila 3al 9alib,0
سبجان اله قداش منحط,0
maskina o5tha masta li 7al9a pf,0
باهيه و ماهاش متكبره كيف المثلين لخرين و تعجبني برشا ,1
bravo,1
من هذا الابله o,0
5oya m3alim wlhi a3az fanen ye3jbni w ye5dem 3la ro7o,1
wasel wa7na m3ak,1
saraha bravo mahleh sidkom tayara wchab3a thahik,0
9a7ba 3amla feha chrifa,0
na9es melhazen wenafdhan,0
تعيس و مستواه صفر ما يصلح كان لسجون و الا قواد,0
اكبر طحان بوجين في تونس,0
باش يقعد مع امك العاهره ياكلب,0
walh enti nor elmasr7 o talfza o bla bik elmasr7 5ayb,1
شلاكه,0
mamset mleyketha,0
3sal kafon habebtna fi rab ken inti,1
تي هاك موهر اليوم,1
تفيه عليكم فردا فردا يا جرذان المسخ سامي الفهري,0
bay5a dga3ed,0
شيب و عيب,0
tbarkalh 3liha,1
bravo leha,1
etfoh alik ya omasi5,0
9adash wsa5,0
واله مسكينا تونس واش تقاسي,0
hahahaha mala mojtama3 3aychin fih twensa yaser 7a9din alah b3adhom,0
حلوه فكرتك يا سامي,1
bravo ,1
موهره,1
من احسن المثلين في تونس انشاء اله من حسن الي احسن,1
khzit w n3alt ala hal manadher,0
اقسم باله امسط منو لا ريت نحب نقلو حاجه و يتفكرها طول عمرو واله لا عمرو باش ينجح في الفكاهه اخيت,0
احسن واحد في البرنامج ربي ينورلك حياتك هشام الخلصي,1
wlh laye7chmo,0
bravo,1
انسان تافه ما عندوش مستوي,0
yser t7fon awlede mofida sirto badre,1
فوزي بن قمره انسان متميز سوي كفنان شعبي او كمنشد ديني متربي و متالق ربي يوفقك,1
a7sen lagta 3ajbetni men 7algat leyma ,1
كمشه قرود يضحكو,0
fdhaya7 fi romdhan mala 7ala tfih 3likom,0
لطفي راك ناجح او مدام فمّا ناس كيفك مازالت تونس بخيرفعت رايتها,1
machala,1
itonsi may7ibech ychof ilwe9a3 inte3o bravo ya a7la mo5rij w monachet semi,1
mla 97ba 5,0
ma7lek w ma7la martik rabi ihanik w tamthilik raw3a ti3jibni w twensa i7ibo il msarwa wil momathlin il ajenib ama fi b3adhna z3am fi tati7 il moral inti w semi il 7ot 3likom,1
نوفل واصل اجتهادك برافو,1
تحمص علخر و ماهياش ضامره حتي طرف,0
maset,0
بصراحه يزيدني افتخارا هذا المثقف المعتدل ,1
ربي معاك كريم يعجبني برشا,1
mala m3afet,0
لا ماسط,0
مازال الخير في الدنيا راجل وليد كيما اغلب الفنانين الشعبين ولاد الحوم ,1
wahdek ya sami ilfhri,1
هذا شخص من الذين عودونا بالنفاق والكذب من اجل الكراسي المقلوبه مثلهم مثل النداء الحزب الجاءع فبحيث تونس دوله نفاق او لا تكون,0
tfih 3lik ya mal,0
مايعجبنيش اما ربي معاه,0
bravo,1
mabanha mariem ben chaben tbarkala 3leha,1
هديك فاسقه ربي يهديها جهنم وبءس المصير,0
جعفر يفكرني بسفيان الشعري اله يرحمو انسان ذو اخلاق عاليه الي في القلب في القلب ربي يثبتك,1
kafon b1,1
المراه الحديديه احبها فاله,1
yeser maset moch thamer 7ta taref yaser b3ida 3lih el comedia,0
yeser manfo5a walet boza,0
ma5yebha,0
ربي يعطيها ما تمني و بالحق هذاكا حب كيف تلقي شكون واقف معاك,1
nor tberkalah 3lih wasil,1
الشيب والعيب,0
h m3alma,1
ماسط لاسط ماسط لاسط ماسط لاسط ماسط لاسط,0
bravo bravo ja3fer enchalah dima metalek wenchalalh mel ahsen el ahsen,1
برافو يا احلي فنان,1
rabi iwaf9o,1
mamsto brojla mokded ma3ach tjiboh belehi ,0
cheikh alah ibareklek,1
madame dora wali bravo,1
mahlek,1
m3alem,1
9lil torbya maset maset maset,0
شكرا لك علاء الرجاء مدنا باشخاص مثل هءلاء لانهم يبعثون في الناس اجمعين حب الحياه والتامل نحوي الافضل,1
masit 5ra w ma se5on,0
احلي شيخ,1
قسما باله لا فرق بين ماخور عبد اله قش و قناه الحوار التونسي دعاره و خمج و فساد و عاهرات و مخنثين سكروا علينا هالخمج متع جد بوكم الكلب,0
جعفور ملك الكوميديا في تونس نحبو برشا 3 3,1
يلعن بوك و بو صلعتك x0d,0
مسط زك امو نحب نشد و نستفعل فيه,0
bravo walah 3 3,1
rak ent ta3jebni bravo kamel haka,1
رجال تكساب و طحان تحسيب,0
kafon wa7dek fel wahra ichalah dima haka,1
m3alem,1
طحان كبير,0
قحبه,0
mezel 3andek wajeh w te7ki fi tv 3malto el 3ar inchalah rabi iti7 fikem,0
awled 9a7ba,0
قداش رجل مونافق,0
مسطها ومرزنها وكبرت وهترت وقداه تقص الكلام علي الضيوف وقليله حياء يا بنتي احترم سنك ,0
حتي صافي سعيد مليان بالحج والادله الكاذبه والخاءنه,0
ta7on,0
برشا نيفاق,0
محلا زينو,1
فاشل جدا,0
ماسط ياسر بلاصتو في بوابت عبداله قش يستقبل الحرفاء,0
bravo,1
ma7lek ya rim mala wahra w mala rzana ya jawharet echacha etonsiya bravo,1
انتهازي,0
weld asel et metrobi,1
ma7la zinha maryoma,1
وحدك يا معلم محلاها بلادنا كي يبدي شبابها متالق برافو,1
rabi m3ak,1
maset,0
نقص من الضحك الماسط علي خاطر الفلجا موش موتياتك و زيد معاش تبهل,0
bravo ,1
فريال مثله تونسيه موش متربيه وهبطت قيمه المثلين التوانسه,0
monachet naje7 barcha libramjo en plus jawist,1
rak maset o monef9,0
nhebha,1
علي الاقل كان من الاجدر جعل حصه اليله حصه خاصه بالحدث الجل و استدعاء ضيوف من ذوي الاختصاص من قانونين و علماء اجتماع و نفس و اجرام و دين و مجتمع مدني و جمعياتفلا اقدس بعد الدين من اطفالنا القصر x0d,0
صوت روعه و تحسن برشه علي قبل,1
نحب نقول لجعفر اله يرحم والديك شبعت بالضحك فرهدتلي علي قلبي,1
لقطه تحشم بصراحه ,0
hram 3lik,0
ما شاء اله ربي يعطيك الصحه تحياتي لك اختي الكريمه,1
bravo amin et bn continuation w ahsen haja fih yeser metrobi,1
يعجبني و نتمني يجيني يغنيلي في عرسي,1
bravo walid tonsi,1
كان نشدها نطقطقهولها تو تكره الواط و المثلين و تولي تحب الرجال اما ظاهرلي لي طاحط باهم الكل يرحم عمي و تليليري عاهره x0d,0
ياريت كل البنات مثل هاجر وهند فيهن الخير كله حافظن علي ابوهن اله يستر عليهن ويرزقهن في الذريه الصالحه,1
raw3a ya m3lem,1
pf mamstik w marznik en7eb na3ref echbikom kif et3adio ala sar fil 7al9a eli fetet al web met9olo ken ala 7ajet el behya 9olo mara wa7da 9alet mamstek w marznik ya amin gara trah ,0
tayara,1
bravo,1
ربي اوفقك,1
ma5or,0
h m3alim,1
barcha 9o7 bolojia,0
tfoh 3lik w 3la amthelek mahelko lebled ken chleyek eli kifek chib wel 3ib,0
ymchi ychof 5edma o5ra mch mt3o fen ,0
محلا صوتها يهبل 3,1
تكلم كلام واقعي وفي مثل هذه الحالات مايلزمش الواحد يتنازل علي مبادءه لارضاء البعض برافو وليد,1
روعه مريومه برافو ,1
ماسط,0
لحاس الابله ناس تخدم حايتها الكل ضد الدوله,0
wajha dima mnawra,1
ياسر ثرثار,0
tbarkala 3liha bravo,1
التونسيه دخلت في الحمله الانتخابيه جهار في النهار تهز في الطحين لترويكا,0
m3alem 3ejbetni menk,1
تافهه و حقيره,0
m7lehom l5wet m3a b3thom,1
راك ماسط,0
عملتو الفضح ربي يهديكم يا لبنات,0
لطفي العبدلي مثل شامل كميديا تلقاه دراما زادا والحمد اله احسن مثل في مهرجان دبي و شماته في العداء رانا انحبوكواصل يا معلم ,1
9telni btho7ek ma7leh h d,1
كريم الغربي  امسط منوا مكانش  انا ميضحكنيش جمله  تافه  ربي ايفضلوا اموا ,0
h mala bhim el fnanin,0
bravo,1
mabldha,0
بصراحه نحبها برشه لكن المره ضهرتلي شريره,1
mahlakom,1
ماسط لاسط ماسط لاسط ماسط لاسط اخر واحد يحكي ع الثقافه فاقد الشیء لا يعطيه,0
فنان هذا اكيد اما كان نشفوه في ديو مع كلاي يكون عندو اكثر شعبيه,1
bravo walid rajel,1
ma amsto mnin jeboh,0
الشلايك يجيبوا الشلايك,0
tbarke alah als lebnat mahlahom,1
mamsatha w ma rakha go3ra zayed,0
bravo ,1
واله محالاها لحلقهيا امين ڨاره,1
masa9to tfoh ,0
bsara7a momtez klemo wadha7 wsari7,1
يعطيكم اصحه برافوا,1
ياخي شكيب لتو لا فهم روحو يا ولدي راك وليت كراكوز,0
اعوذ باله من غضب اله مخيبهاومصطها,0
bravo,1
الحمدله يارب ربي معاها و انشاله ربي يحميها و يقويها وما الاعاقه الا اعاقه الاخلاق و المبادء برافو y y y y,1
m7lekom,1
ياسر بنيت عمي خليقه ربي مخلات فها شي o,1
pf rak ghalet fi rohek,0
عبيط واقرع وزمباوي,0
ya3tih 10 sa7a bravo kelmto y9olha,1
فنانه تستحق التقدير 3,1
tayara,1
مرزن دمك يا بهيم سايب عليك وخلي لطفيtranquile لي اقد روحو تحسدوه,0
amset mel msata,0
bl7a9 moch 5sara fik kilmit n7bek ,1
ti tnikech dari deco fi wejhek to93od tha3leb,0
جعفور معلم,1
barcha 3ejbetnu,1
لطفي العماري السارق تقطع يده ولو فعلنا ذلك كان يكون عبره لناس الكل ويقل عد السراق لاسف الدمقراطيه متاعنا تحمي فيهم ,0
ياسر ياسر ياسر رزينه من لخر ارزن مالطفل عرفتوه الي كانو قبل غسلو بيه روسهم,0
n7ibha barcha a7sen momathla fi tonis 3,1
bravo sami la9ta miche normal,1
nmot e3lha ta7fona,1
المصاطه والتفاهه والريق البارد مش غريبه يلقاو معجبين في بلاد رءيسها بياع شراب,0
mala msata kifech tnajem ta3mel haka ya wejiha ti howa nsibti la3ziza wfet floso msat w zid 3lih dawrek enti yofa lahne,0
البجعه ه,0
مرا بالف راجل يعطيها الصحه,1
alam fachel w homa komik,0
ماسط,0
وهره و فصاحه و اقناع,1
يا تونسيه بربي نحيوا امين قاره راهو ماسط و بهيم ما يعرفش يحاور و زيد ماهوش متثقف,0
mala 9a7ba,0
tahan bil bala,0
توا بربي هذا مستوي متاع فنان مسرحي مثقف  انا نشك الي هذا قاري مسرح واحد جاهل منحط,0
masta w 5ayba owah,0
mala ma3da,0
hanona ya mezyena,1
mahlek watetek elebsa,1
pf 9adech nekraho,0
تافه بالقوي,0
bravo sami ma7leh el moselsel,1
ايمان شريف فنانه,1
akber mareg fi tones,0
شكرا لها في قمه الاخلاق و الطيبه و الرفعه حول قيمه الوالد لها اله يخليك دايما زاهيه يا رب ,1
كل ما تقدميه راءع وجميل وانت داءمه التالق حافظي علي جوهرتك الثمينهالحنجره ادام اله تالقكِ احلي امونه في وطن عربي,1
عسله,1
زينه تعجبني برشه تلقاءيه واصل عزيزتي ربي معاك,1
برافو سي ناجي يا معلم,1
تفوه عليك يا مسخ و علي جابك كان نلقاك في الشارع الا مانكور بجد بوك الاول ,0
bravo amin btawfi9,1
الحق موش فيها الحق في الي يطرح في ها المواضيع والي استدعاها نعتبره من قوم لوط والتافه تافه انا ماتفرجت في البرنامج وحسب ما قريت من الكومانتارات السابقه نقول هذي ما تمثلش المرا التونسيه ولا شء,0
ya5oya mamsto,0
انا تعجبني و احبها و يعجبني تمثيلها,1
ya m3alam,1
masit barcha,0
ماسط هذا العمل مع الاسف,0
nan,1
ja3for ya m3alem win tabda enti dima fama tho7ek wthmar ya patro h ,1
maryoma wa7dek bi sara7a edawer leya9 3lik to9tel nmot 3lik,1
نحي راس بصل وحط راس ثوم والزوز بوق واحد اما برجوليه امين ماسط تحسوا رزين وسعات يوحل باش يعدي لحكايه اما سلمونا علي حماله الحطب مايا الي مهمتها وفات ولطفي لعماري ديما اساسي بالروح والدم والعالم اله,0
chlaka,0
اله ياسي علولو حلقه اليله تهبل اله يوفقك في برنامجك المفظل,1
تافه,0
محلك ومحل مرتك وموتين بعضكم,1
راجل,1
maset laset,0
barcha fdhay7,0
h a7la amir 3,1
bravo kadoja abda3ti ,1
ما شاء اله,1
رجل متاز وفارس البلاطوات برافو يا سي فتحي,1
m3alem weld djiba,1
3alamia,1
a7la zina w a7la gasriniya,1
bravo shakib sa7it y,1
ya wala 7al mala tafeha,0
ما شاء اله عليهم هو و مرتو و المحامي فخر لتونس,1
5adam,1
مرزينكم القوه له ومصتكم اعوذ باله من الوجوه النتنه,0
جهنم وبءس المصير لكل فاسق,0
تهابل,1
lm3alem,1
لعنه اله عليك انت و طحان فل الباج متعك,0
m7laha,1
بصراحه انت مقز,0
m3alem,1
وهره يا شيخ 3,1
3sal,1
bravo,1
bravo sami,1
bravo fawzi,1
amin gara wa7dek wma7la dha7ektek,1
و كيما قال كريم الغربي راك تغيض راك تغيض,0
bravo si neji,1
yeser hloa bravo,1
bravo walid tonsi baradli 3ala 9albi respect,1
جعبون العبدلي,0
enta m3alem,1
برافو حلوا برشي الحلقه من المانيا صحه شريبتكم,1
من الوجوه التي تبيض الارهاب,0
ja3for yasr tahon,1
mamsatha pf,0
mala msa7 win yimed wajha fi tele nfed 3milina l3ar,0
يماله جياحه خماج,0
بصراح ستكوم دنيااخري ماصت لصط0,0
هو انسان ماسك لاصط,0
3malto l3ar alah la traba7kom lwe7d wala y7chm 3la ro7o ki ytfarj fi tv mte3konlaw ken li ta3mlo bih fi mosalsat mas5a kifkom 3malto bih machro3 yfid lbled 5irelkom ml5maj li ta3mlo fihalah la traba7kom ya mas5in ya 5omaj,0
ma3jibnich,0
جعفور انسان طيب و ربي يعطيه عاي قد قلبو 3,1
تحيه عظيمه لهذا الاب العظيم صور لنا الابوه بكل معانيها وربي يشفي رحمه ويرجع اخوها بالسلامه ان شاءاله,1
جعفور يا معذبهم,1
mast yaser,0
barhomti dima waher bo zinek,1
3alamiya,1
ابدع فاذهل,1
اتفه بشر شفتو بش يقاصي في حياتو برشه نطلبلو من ربي يتوب عليه و يبدلو تفكيرو,0
ليس بهذا المستوي المتدني تصنع الحضاره وليس بهذه البذاءه يولد الابداع قذاره قشور x0d,0
mase9to bayrem dhar fi balich bech ya3mel haka fi belna arjel men haka,0
برشا تسوميم,0
bravo,1
mokhtar etlili kif ala3da barcha tbal3it barcha kithbe barcha trahdine,0
معلم,1
nes mleh yodhor wmitrobi fi klemo,1
ena 3 3 3 3 3 3 3 3 3 3 3 3 3 3,1
قبح اله وجه اكثر ما قبحه,0
echksra welb7ar,0
ta7on,0
وحدك يا شيخ يا تحيفه التلفزه في رمضان مساطت بلا بيك كرمك اله ,1
بلاهي نوفل البهيم هزوه فدينا منو,0
صوتها ياسر خشين مفيهاش لفيانه,0
maasta yaser,0
جعفور يا باهي محلا طلتك ,1
men ahsen lmomathlet fi tones wbitawfi9,1
معلم ,1
ui amine gara ta7fon barcha bravo 3lih y,1
ماسط,0
men7ebhech,0
klem fi klem mefhlna chay menkom ya jma3et idin,0
rabi am3akom,1
miskina,0
m3lim,1
يعتيك الف صحه يا سي جعفر علي برنامج يد وحده واصل وربي معاك واحنا زاده,1
3malto eri7a uf,0
tayara bravo,1
tbarkalah x0d,1
rajel ya walid,1
a7la amin,1
echib w el3ib rajel 5aref,0
yeser tayara,1
ma7lehom 3,1
فنان متواضع وعرف كيفاش ينجح في خدمتو,1
fanen mo7tram yeser w khadem w 3omro majbed had rabi ywaf9o,1
math9el jad weldih,0
bravo 5adija m3alma wbint m3alem walah,1
bravo,1
a9wa l9ta fil 7al9a rabi ye7anen le9lob 3ala b3adha ,1
tjobir,0
maset laset ki lakhra,0
tfoh,0
barnamej wala maset sans maya et nafel,0
bravo,1
احسن كوميدي تونسي ,1
klem7a s7i7e ,1
مسلسل باسل وتافه,0
هاك البهيم امين المنشط سال سءال غبي برشه وقال اما اخطر ارهابي او مثلي ه يا بهيم تقارن في ارهابي قاتل مجرم بطحان يعطي في ظهرو,0
شحص جاهل و لا يستحق موجود في البرنامجx0d,0
bravo karim,1
برشه كلب في راسك ان شاء اله,0
عالحيط,0
m3alim ja3for charaftna barcha bithorik w inti li halit sahriya ,1
te3jebnimet5al9a w hedya w ta7fona,1
howa el7a9 masit,0
يعجبنيو نستني في جديدو,1
tbrkalh 3likom,1
ما يجي شي,0
karim el 8arbi bravo ,1
a7sen we7ed fihom,1
لطفي يا معذبهم ديما فدلاك v,1
7lowa sot w sora,1
barcha skhat 3la rasek,0
mala 9lil tarbya,0
yaser ifat9 wlh bravo ,1
mêla fdhay7 tfoh 3al 5omej fi char fdhil,0
عبد الفتاح مورو اعتزو و اتشرف به,1
mála sel3a,0
mas9etha ines w maswed 9albha aswed ki ch3arha w ki veste li dima telbes fiha,0
علاش حاطين نوفل الورتاني مامصطو ومتفهو تي رجعولنا نزار ولا علاء و سيب علينا من راس الروكبا هذا بف كنت نعمل عليها كيف كلام الناس فسدتوها واله,0
تافه جدا,0
استاذه من خيره الاساتذه الموجودين في كليه الحقوق بصفاقساستاذه عظيمهبرافو,1
lelet momathlin tones alah alah 3lik,1
روعه,1
